"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"Structure of Interest Rate: Repo Market Rates","21-Feb-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","16.12","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","20-Feb-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","16.29","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","17-Feb-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","16.94","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","16-Feb-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","16.1","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","15-Feb-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","16.09","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","14-Feb-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","16.15","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","13-Feb-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","16.33","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","10-Feb-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","16.81","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","09-Feb-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","16.13","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","08-Feb-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","16.55","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","07-Feb-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","16.61","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","06-Feb-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","16.85","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","03-Feb-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","17.39","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","02-Feb-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","17.51","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","01-Feb-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","16.77","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","31-Jan-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","17.28","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","30-Jan-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","17.55","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
"Structure of Interest Rate: Repo Market Rates","27-Jan-2023","TS_GP_IR_REPOMR_D.ORR",". Weighted-average Overnight Repo Rate","17.5","Percent","Normal","","10","Weighted-average Overnight Repo Rate"
