s1,s2,s3,s4,date,value
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Residents Foreign Currency Deposits (RFCDs),2022-03-25,1122176.006
Asset Side,NFA of Banking System,State Bank of Pakistan,State Bank of Pakistan,2022-03-25,-210575.7651
Asset Side,NFA of Banking System,Scheduled Banks,Scheduled Banks,2022-03-25,-153735.8957
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Borrowings for Budgetary Support,2022-03-25,16321970.64
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Commodity Operations,2022-03-25,839400.9056
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Net effect of Zakat Fund etc.,2022-03-25,-11073.75066
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Private Sector,2022-03-25,8665710.385
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Public Sectors Enterprises (PSEs),2022-03-25,1452557.937
Asset Side,NDA of Banking System,Credit to Non-Government Sector,PSEs Special Account-Debt Repayment with SBP,2022-03-25,-24243.84132
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to NBFIs,2022-03-25,78546.33025
Asset Side,NDA of Banking System,Other Items (Net),Other Items (Net),2022-03-25,-2074085.287
Liability Side,Currency in Circulation,Currency in Circulation,Currency in Circulation,2022-03-18,7319456.214
Liability Side,Other Deposits with SBP,Other Deposits with SBP,Other Deposits with SBP,2022-03-18,82912.56767
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Demand Deposits,2022-03-18,15373492.39
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Time Deposits,2022-03-18,890669.6674
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Residents Foreign Currency Deposits (RFCDs),2022-03-18,1143660.39
Asset Side,NFA of Banking System,State Bank of Pakistan,State Bank of Pakistan,2022-03-18,305318.151
Asset Side,NFA of Banking System,Scheduled Banks,Scheduled Banks,2022-03-18,-119033.0277
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Borrowings for Budgetary Support,2022-03-18,15804977.84
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Commodity Operations,2022-03-18,836852.0621
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Net effect of Zakat Fund etc.,2022-03-18,-11038.25009
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Private Sector,2022-03-18,8638438.218
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Public Sectors Enterprises (PSEs),2022-03-18,1432499.94
Asset Side,NDA of Banking System,Credit to Non-Government Sector,PSEs Special Account-Debt Repayment with SBP,2022-03-18,-24243.84132
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to NBFIs,2022-03-18,77875.33025
Asset Side,NDA of Banking System,Other Items (Net),Other Items (Net),2022-03-18,-2131455.193
Liability Side,Currency in Circulation,Currency in Circulation,Currency in Circulation,2022-03-11,7311199.213
Liability Side,Other Deposits with SBP,Other Deposits with SBP,Other Deposits with SBP,2022-03-11,84796.62896
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Demand Deposits,2022-03-11,15222487.88
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Time Deposits,2022-03-11,910455.1171
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Residents Foreign Currency Deposits (RFCDs),2022-03-11,1143660.39
Asset Side,NFA of Banking System,State Bank of Pakistan,State Bank of Pakistan,2022-03-11,432551.6964
Asset Side,NFA of Banking System,Scheduled Banks,Scheduled Banks,2022-03-11,-144372.9037
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Borrowings for Budgetary Support,2022-03-11,15616948.33
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Commodity Operations,2022-03-11,832302.6793
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Net effect of Zakat Fund etc.,2022-03-11,-11010.13797
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Private Sector,2022-03-11,8540389.99
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Public Sectors Enterprises (PSEs),2022-03-11,1454683.39
Asset Side,NDA of Banking System,Credit to Non-Government Sector,PSEs Special Account-Debt Repayment with SBP,2022-03-11,-24243.84132
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to NBFIs,2022-03-11,77789.33025
Asset Side,NDA of Banking System,Other Items (Net),Other Items (Net),2022-03-11,-2102439.309
Liability Side,Currency in Circulation,Currency in Circulation,Currency in Circulation,2022-03-04,7218041.484
Liability Side,Other Deposits with SBP,Other Deposits with SBP,Other Deposits with SBP,2022-03-04,84425.35851
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Demand Deposits,2022-03-04,15244306.57
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Time Deposits,2022-03-04,900859.5281
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Residents Foreign Currency Deposits (RFCDs),2022-03-04,1143660.39
Asset Side,NFA of Banking System,State Bank of Pakistan,State Bank of Pakistan,2022-03-04,493537.7798
Asset Side,NFA of Banking System,Scheduled Banks,Scheduled Banks,2022-03-04,-139535.3897
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Borrowings for Budgetary Support,2022-03-04,15551447.57
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Commodity Operations,2022-03-04,838052.082
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Net effect of Zakat Fund etc.,2022-03-04,-10975.06675
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Private Sector,2022-03-04,8519438.846
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Public Sectors Enterprises (PSEs),2022-03-04,1439245.16
Asset Side,NDA of Banking System,Credit to Non-Government Sector,PSEs Special Account-Debt Repayment with SBP,2022-03-04,-24243.84132
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to NBFIs,2022-03-04,77720.33025
Asset Side,NDA of Banking System,Other Items (Net),Other Items (Net),2022-03-04,-2153394.143
Liability Side,Currency in Circulation,Currency in Circulation,Currency in Circulation,2022-02-25,7119233.069
Liability Side,Other Deposits with SBP,Other Deposits with SBP,Other Deposits with SBP,2022-02-25,84419.45681
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Demand Deposits,2022-02-25,15178009.67
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Time Deposits,2022-02-25,887101.3221
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Residents Foreign Currency Deposits (RFCDs),2022-02-25,1143660.39
Asset Side,NFA of Banking System,State Bank of Pakistan,State Bank of Pakistan,2022-02-25,518228.5442
Asset Side,NFA of Banking System,Scheduled Banks,Scheduled Banks,2022-02-25,-146219.3689
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Borrowings for Budgetary Support,2022-02-25,15310139.87
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Commodity Operations,2022-02-25,838314.252
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Net effect of Zakat Fund etc.,2022-02-25,-11092.68848
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Private Sector,2022-02-25,8503684.357
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Public Sectors Enterprises (PSEs),2022-02-25,1463164.761
Asset Side,NDA of Banking System,Credit to Non-Government Sector,PSEs Special Account-Debt Repayment with SBP,2022-02-25,-24243.84132
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to NBFIs,2022-02-25,77666.33025
Asset Side,NDA of Banking System,Other Items (Net),Other Items (Net),2022-02-25,-2117218.31
Liability Side,Currency in Circulation,Currency in Circulation,Currency in Circulation,2022-02-18,7188057.349
Liability Side,Other Deposits with SBP,Other Deposits with SBP,Other Deposits with SBP,2022-02-18,84778.28997
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Demand Deposits,2022-02-18,14991420.05
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Time Deposits,2022-02-18,870417.9331
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Residents Foreign Currency Deposits (RFCDs),2022-02-18,1141333.501
Asset Side,NFA of Banking System,State Bank of Pakistan,State Bank of Pakistan,2022-02-18,565372.7959
Asset Side,NFA of Banking System,Scheduled Banks,Scheduled Banks,2022-02-18,-150400.0989
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Borrowings for Budgetary Support,2022-02-18,15127647.38
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Commodity Operations,2022-02-18,848739.9019
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Net effect of Zakat Fund etc.,2022-02-18,-11065.17142
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Private Sector,2022-02-18,8478273.803
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Public Sectors Enterprises (PSEs),2022-02-18,1455052.495
Asset Side,NDA of Banking System,Credit to Non-Government Sector,PSEs Special Account-Debt Repayment with SBP,2022-02-18,-24243.84132
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to NBFIs,2022-02-18,77330.33025
Asset Side,NDA of Banking System,Other Items (Net),Other Items (Net),2022-02-18,-2090700.468
Liability Side,Currency in Circulation,Currency in Circulation,Currency in Circulation,2022-02-11,7221647.486
Liability Side,Other Deposits with SBP,Other Deposits with SBP,Other Deposits with SBP,2022-02-11,84787.20828
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Demand Deposits,2022-02-11,15186615.09
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Time Deposits,2022-02-11,873560.8296
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Residents Foreign Currency Deposits (RFCDs),2022-02-11,1141333.501
Asset Side,NFA of Banking System,State Bank of Pakistan,State Bank of Pakistan,2022-02-11,605044.7221
Asset Side,NFA of Banking System,Scheduled Banks,Scheduled Banks,2022-02-11,-153809.7979
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Borrowings for Budgetary Support,2022-02-11,15315462.76
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Commodity Operations,2022-02-11,854317.4565
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Net effect of Zakat Fund etc.,2022-02-11,-11159.60666
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Private Sector,2022-02-11,8442431.94
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Public Sectors Enterprises (PSEs),2022-02-11,1478757.679
Asset Side,NDA of Banking System,Credit to Non-Government Sector,PSEs Special Account-Debt Repayment with SBP,2022-02-11,-24243.84132
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to NBFIs,2022-02-11,77315.529
Asset Side,NDA of Banking System,Other Items (Net),Other Items (Net),2022-02-11,-2076172.73
Liability Side,Currency in Circulation,Currency in Circulation,Currency in Circulation,2022-02-04,7150619.483
Liability Side,Other Deposits with SBP,Other Deposits with SBP,Other Deposits with SBP,2022-02-04,84387.20203
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Demand Deposits,2022-02-04,15238899.4
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Time Deposits,2022-02-04,850083.2249
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Residents Foreign Currency Deposits (RFCDs),2022-02-04,1141333.501
Asset Side,NFA of Banking System,State Bank of Pakistan,State Bank of Pakistan,2022-02-04,643611.8267
Asset Side,NFA of Banking System,Scheduled Banks,Scheduled Banks,2022-02-04,-186044.7869
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Borrowings for Budgetary Support,2022-02-04,15292639.45
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Commodity Operations,2022-02-04,853243.734
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Net effect of Zakat Fund etc.,2022-02-04,-11142.5949
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Private Sector,2022-02-04,8426107.999
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Public Sectors Enterprises (PSEs),2022-02-04,1480054.286
Asset Side,NDA of Banking System,Credit to Non-Government Sector,PSEs Special Account-Debt Repayment with SBP,2022-02-04,-24243.84132
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to NBFIs,2022-02-04,77304.529
Asset Side,NDA of Banking System,Other Items (Net),Other Items (Net),2022-02-04,-2086207.793
Liability Side,Currency in Circulation,Currency in Circulation,Currency in Circulation,2022-01-28,7064883.37
Liability Side,Other Deposits with SBP,Other Deposits with SBP,Other Deposits with SBP,2022-01-28,84159.83477
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Demand Deposits,2022-01-28,15328938.51
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Time Deposits,2022-01-28,853450.6468
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Residents Foreign Currency Deposits (RFCDs),2022-01-28,1141333.501
Asset Side,NFA of Banking System,State Bank of Pakistan,State Bank of Pakistan,2022-01-28,369121.9179
Asset Side,NFA of Banking System,Scheduled Banks,Scheduled Banks,2022-01-28,-189919.9309
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Borrowings for Budgetary Support,2022-01-28,15537350.23
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Commodity Operations,2022-01-28,868974.6535
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Net effect of Zakat Fund etc.,2022-01-28,-11006.96913
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Private Sector,2022-01-28,8435852.019
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Public Sectors Enterprises (PSEs),2022-01-28,1475544.125
Asset Side,NDA of Banking System,Credit to Non-Government Sector,PSEs Special Account-Debt Repayment with SBP,2022-01-28,-24243.84132
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to NBFIs,2022-01-28,76660.529
Asset Side,NDA of Banking System,Other Items (Net),Other Items (Net),2022-01-28,-2065566.871
Liability Side,Currency in Circulation,Currency in Circulation,Currency in Circulation,2022-01-21,7123586.098
Liability Side,Other Deposits with SBP,Other Deposits with SBP,Other Deposits with SBP,2022-01-21,84191.64535
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Demand Deposits,2022-01-21,15279941.14
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Time Deposits,2022-01-21,844278.5854
