series_name,date,trade_type,value,series_name2
Products of Chemical or Allied Industries,2010-04-30,exports,50088.71,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2010-04-30,exports,48048.104,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2010-04-30,exports,76078.662,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2010-04-30,exports,2324.882,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2010-04-30,exports,4420.228,Other
Textiles and Textile articles,2010-04-30,exports,907138.363,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2010-04-30,exports,6626.725,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2010-04-30,exports,8669.973,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2010-04-30,exports,21897.308,Other
Base Metals and articles or Base Metal,2010-04-30,exports,52538.291,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2010-04-30,exports,20343.964,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2010-04-30,exports,4409.349,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2010-04-30,exports,23173.84,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2010-04-30,exports,2718.661,Other
Miscellaneous Manufactured articles,2010-04-30,exports,49334.193,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2010-04-30,exports,167.521,Other
Live Animals and Animals Products,2010-03-31,exports,31116.281,Live Animals and Animals Products
Vegetable Products,2010-03-31,exports,297837.924,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2010-03-31,exports,7243.187,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2010-03-31,exports,42396.526,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2010-03-31,exports,196580.373,Mineral Products
Products of Chemical or Allied Industries,2010-03-31,exports,39798.82,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2010-03-31,exports,51223.831,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2010-03-31,exports,72815.42,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2010-03-31,exports,1827.866,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2010-03-31,exports,4326.893,Other
Textiles and Textile articles,2010-03-31,exports,932119.187,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2010-03-31,exports,9163.366,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2010-03-31,exports,8903.289,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2010-03-31,exports,7672.116,Other
Base Metals and articles or Base Metal,2010-03-31,exports,32567.087,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2010-03-31,exports,17841.456,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2010-03-31,exports,4995.038,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2010-03-31,exports,25397.97,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2010-03-31,exports,4566,Other
Miscellaneous Manufactured articles,2010-03-31,exports,46884.105,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2010-03-31,exports,114.681,Other
Live Animals and Animals Products,2010-02-28,exports,22420.211,Live Animals and Animals Products
Vegetable Products,2010-02-28,exports,232444.696,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2010-02-28,exports,5227.248,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2010-02-28,exports,36755.935,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2010-02-28,exports,145487.661,Mineral Products
Products of Chemical or Allied Industries,2010-02-28,exports,32808.019,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2010-02-28,exports,32341.876,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2010-02-28,exports,57552.402,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2010-02-28,exports,1739.342,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2010-02-28,exports,3405.553,Other
Textiles and Textile articles,2010-02-28,exports,766972.095,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2010-02-28,exports,6818.235,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2010-02-28,exports,6503.309,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2010-02-28,exports,6562.197,Other
Base Metals and articles or Base Metal,2010-02-28,exports,23512.869,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2010-02-28,exports,10643.018,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2010-02-28,exports,5584.67,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2010-02-28,exports,19695.994,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2010-02-28,exports,1138.033,Other
Miscellaneous Manufactured articles,2010-02-28,exports,32909.672,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2010-02-28,exports,543.062,Other
Live Animals and Animals Products,2010-01-31,exports,24895.014,Live Animals and Animals Products
Vegetable Products,2010-01-31,exports,283564.084,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2010-01-31,exports,6097.068,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2010-01-31,exports,29825.201,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2010-01-31,exports,149168.078,Mineral Products
Products of Chemical or Allied Industries,2010-01-31,exports,32238.974,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2010-01-31,exports,31369.076,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2010-01-31,exports,63186.909,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2010-01-31,exports,1405.186,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2010-01-31,exports,4478.443,Other
Textiles and Textile articles,2010-01-31,exports,820085.839,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2010-01-31,exports,5611.969,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2010-01-31,exports,11345.071,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2010-01-31,exports,22403.818,Other
Base Metals and articles or Base Metal,2010-01-31,exports,48568.646,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2010-01-31,exports,14068.142,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2010-01-31,exports,4281.638,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2010-01-31,exports,20330.067,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2010-01-31,exports,2047.516,Other
Miscellaneous Manufactured articles,2010-01-31,exports,32964.06,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2010-01-31,exports,100.385,Other
Live Animals and Animals Products,2009-12-31,exports,33494.398,Live Animals and Animals Products
Vegetable Products,2009-12-31,exports,262981.252,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2009-12-31,exports,10051.18,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2009-12-31,exports,26726.04,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2009-12-31,exports,178806.974,Mineral Products
Products of Chemical or Allied Industries,2009-12-31,exports,42287.272,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2009-12-31,exports,32729.017,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2009-12-31,exports,69244.146,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2009-12-31,exports,1333.241,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2009-12-31,exports,4890.289,Other
Textiles and Textile articles,2009-12-31,exports,965475.073,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2009-12-31,exports,6407.904,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2009-12-31,exports,10255.166,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2009-12-31,exports,22551.435,Other
Base Metals and articles or Base Metal,2009-12-31,exports,39673.889,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2009-12-31,exports,13198.002,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2009-12-31,exports,2185.752,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2009-12-31,exports,24593.622,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2009-12-31,exports,462.529,Other
Miscellaneous Manufactured articles,2009-12-31,exports,38884.304,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2009-12-31,exports,485.661,Other
Live Animals and Animals Products,2009-11-30,exports,30413.694,Live Animals and Animals Products
Vegetable Products,2009-11-30,exports,188287.661,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2009-11-30,exports,8902.462,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2009-11-30,exports,18568.918,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2009-11-30,exports,126438.998,Mineral Products
Products of Chemical or Allied Industries,2009-11-30,exports,33349.132,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2009-11-30,exports,22563.455,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2009-11-30,exports,65692.98,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2009-11-30,exports,1164.59,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2009-11-30,exports,5653.759,Other
Textiles and Textile articles,2009-11-30,exports,738401.857,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2009-11-30,exports,3816.374,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2009-11-30,exports,9531.6,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2009-11-30,exports,1124.379,Other
Base Metals and articles or Base Metal,2009-11-30,exports,38076.581,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2009-11-30,exports,10898.799,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2009-11-30,exports,3252.717,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2009-11-30,exports,22163.134,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2009-11-30,exports,575.332,Other
Miscellaneous Manufactured articles,2009-11-30,exports,30515.992,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2009-11-30,exports,193.499,Other
Live Animals and Animals Products,2009-10-31,exports,31271.201,Live Animals and Animals Products
Vegetable Products,2009-10-31,exports,182258.159,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2009-10-31,exports,10734.262,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2009-10-31,exports,25966.003,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2009-10-31,exports,166760.812,Mineral Products
Products of Chemical or Allied Industries,2009-10-31,exports,32943.233,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2009-10-31,exports,33349.024,Plastics and articles thereof; Rubber and articles thereof
"Raw Hide and Skins, Leather, Fur skins and articles thereof",2009-10-31,exports,72714.646,"Raw Hide and Skins, Leather, Fur skins and articles thereof"
Wood and articles of Wood,2009-10-31,exports,2030.171,Other
Pulp of Wood or of other Fibrous Cellulosic Material,2009-10-31,exports,5011.534,Other
Textiles and Textile articles,2009-10-31,exports,910338.903,Textiles and Textile articles
"Footwear, Headgear, Umbrellas, Walking Sticks etc..",2009-10-31,exports,6469.926,Other
"articles of Stone, Plaster, Cement, Asbestos, Mica or similar Materials",2009-10-31,exports,9559.04,Other
"Natural or Cultured Pearls, Precious or Semi Precious Stones, Metals",2009-10-31,exports,9871.409,Other
Base Metals and articles or Base Metal,2009-10-31,exports,46908.74,Base Metals and articles or Base Metal
Machinery and Mechanical Appliances,2009-10-31,exports,15104.836,Other
"Vehicles, Aircraft, Vessels and Associated Transport Equipment",2009-10-31,exports,4201.474,Other
"Optical, Photographic, Cinematographer, Measuring, Checking, Precision Apparatus",2009-10-31,exports,24255.7,Other
"Arms and Ammunition, Parts and Acces.sories thereof",2009-10-31,exports,796.565,Other
Miscellaneous Manufactured articles,2009-10-31,exports,38274.195,Miscellaneous Manufactured articles
"Works of Arts, Collectors, Pieces, Antiques and Special Transactions NES",2009-10-31,exports,536.751,Other
Live Animals and Animals Products,2009-09-30,exports,24695.406,Live Animals and Animals Products
Vegetable Products,2009-09-30,exports,165012.983,Vegetable Products
"Animal or Vegetable Fats, Oils and Waxes",2009-09-30,exports,11921.468,Other
"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco",2009-09-30,exports,28211.057,"Prepared Foodstuffs; Beverages, Spirits, Vinegar and Tobacco"
Mineral Products,2009-09-30,exports,145314.011,Mineral Products
Products of Chemical or Allied Industries,2009-09-30,exports,38866.365,Products of Chemical or Allied Industries
Plastics and articles thereof; Rubber and articles thereof,2009-09-30,exports,30015.742,Plastics and articles thereof; Rubber and articles thereof
